id	daddy	nivel	name	arco
P11427	2	2	1:N/A	M94.51377170496494,-52.26037655912716A108,108,0,0,1,94.67067043441084,-51.97561119889953L47.33533521720542,-25.987805599449764A54,54,0,0,0,47.25688585248247,-26.13018827956358Z
P11428	2	2	12:Semillas y frutos oleaginosos  semillas y frutos diversos  plantas industriales o medicinales  paja y forraj	M94.67067043441084,-51.97561119889953A108,108,0,0,1,94.82671118232219,-51.69037479400252L47.41335559116109,-25.84518739700126A54,54,0,0,0,47.33533521720542,-25.987805599449764Z
P11429	2	2	1:N/A	M94.82671118232219,-51.69037479400252A108,108,0,0,1,94.9431778418715,-51.47613992216938L47.47158892093575,-25.73806996108469A54,54,0,0,0,47.41335559116109,-25.84518739700126Z
P11430	2	2	12:Semillas y frutos oleaginosos  semillas y frutos diversos  plantas industriales o medicinales  paja y forraj	M94.9431778418715,-51.47613992216938A108,108,0,0,1,96.04398176919204,-49.391837037299034L48.02199088459602,-24.695918518649517A54,54,0,0,0,47.47158892093575,-25.73806996108469Z
P11431	2	2	12:Semillas y frutos oleaginosos  semillas y frutos diversos  plantas industriales o medicinales  paja y forraj	M96.04398176919204,-49.391837037299034A108,108,0,0,1,96.30285811684175,-48.8851666513212L48.151429058420874,-24.4425833256606A54,54,0,0,0,48.02199088459602,-24.695918518649517Z
P11432	2	2	12:Semillas y frutos oleaginosos  semillas y frutos diversos  plantas industriales o medicinales  paja y forraj	M96.30285811684175,-48.8851666513212A108,108,0,0,1,97.27628038485483,-46.91828294478718L48.638140192427414,-23.45914147239359A54,54,0,0,0,48.151429058420874,-24.4425833256606Z
P11433	2	2	12:Semillas y frutos oleaginosos  semillas y frutos diversos  plantas industriales o medicinales  paja y forraj	M97.27628038485483,-46.91828294478718A108,108,0,0,1,97.41708451521798,-46.62522541023127L48.70854225760899,-23.312612705115637A54,54,0,0,0,48.638140192427414,-23.45914147239359Z
P11434	2	2	12:Semillas y frutos oleaginosos  semillas y frutos diversos  plantas industriales o medicinales  paja y forraj	M97.41708451521798,-46.62522541023127A108,108,0,0,1,97.8685940506542,-45.6698839340353L48.9342970253271,-22.83494196701765A54,54,0,0,0,48.70854225760899,-23.312612705115637Z
P11435	2	2	12:Semillas y frutos oleaginosos  semillas y frutos diversos  plantas industriales o medicinales  paja y forraj	M97.8685940506542,-45.6698839340353A108,108,0,0,1,98.71051345718853,-43.82048074836927L49.35525672859426,-21.910240374184635A54,54,0,0,0,48.9342970253271,-22.83494196701765Z
P11436	2	2	1:N/A	M98.71051345718853,-43.82048074836927A108,108,0,0,1,98.7763612895583,-43.67184963331242L49.38818064477915,-21.83592481665621A54,54,0,0,0,49.35525672859426,-21.910240374184635Z
P11437	2	2	12:Semillas y frutos oleaginosos  semillas y frutos diversos  plantas industriales o medicinales  paja y forraj	M98.7763612895583,-43.67184963331242A108,108,0,0,1,98.94000143010345,-43.29983968805343L49.470000715051725,-21.649919844026716A54,54,0,0,0,49.38818064477915,-21.83592481665621Z
P11438	2	2	13:Gomas, resinas y demas jugos y extractos vegetale	M98.94000143010345,-43.29983968805343A108,108,0,0,1,99.13452000764833,-42.85261885641498L49.56726000382417,-21.42630942820749A54,54,0,0,0,49.470000715051725,-21.649919844026716Z
P11439	2	2	13:Gomas, resinas y demas jugos y extractos vegetale	M99.13452000764833,-42.85261885641498A108,108,0,0,1,100.37946332396143,-39.84925774457388L50.189731661980716,-19.92462887228694A54,54,0,0,0,49.56726000382417,-21.42630942820749Z
P11440	2	2	14:Materias trenzables y demas productos de origen vegetal, no expresados ni comprendidos en otra part	M100.37946332396143,-39.84925774457388A108,108,0,0,1,100.55838557197465,-39.39557197399321L50.27919278598733,-19.697785986996607A54,54,0,0,0,50.189731661980716,-19.92462887228694Z
P11441	3	2	14:Materias trenzables y demas productos de origen vegetal, no expresados ni comprendidos en otra part	M100.55838557197465,-39.39557197399321A108,108,0,0,1,100.79375825520351,-38.789409595811L50.39687912760176,-19.3947047979055A54,54,0,0,0,50.27919278598733,-19.697785986996607Z
P11442	3	2	1:N/A	M100.79375825520351,-38.789409595811A108,108,0,0,1,100.85203083653127,-38.637648429314964L50.426015418265635,-19.318824214657482A54,54,0,0,0,50.39687912760176,-19.3947047979055Z
P11443	3	2	15:Grasas y aceites animales o vegetales  productos de su desdoblamiento  grasas alimenticias elaboradas  ceras de origen animal o vegeta	M100.85203083653127,-38.637648429314964A108,108,0,0,1,101.02547705124445,-38.18184105787046L50.512738525622225,-19.09092052893523A54,54,0,0,0,50.426015418265635,-19.318824214657482Z
P11444	3	2	1:N/A	M101.02547705124445,-38.18184105787046A108,108,0,0,1,101.08283484308389,-38.029731790874195L50.541417421541944,-19.014865895437097A54,54,0,0,0,50.512738525622225,-19.09092052893523Z
P11445	3	2	15:Grasas y aceites animales o vegetales  productos de su desdoblamiento  grasas alimenticias elaboradas  ceras de origen animal o vegeta	M101.08283484308389,-38.029731790874195A108,108,0,0,1,101.19686322665395,-37.72525510961977L50.59843161332697,-18.862627554809887A54,54,0,0,0,50.541417421541944,-19.014865895437097Z
P11446	3	2	1:N/A	M101.19686322665395,-37.72525510961977A108,108,0,0,1,101.28178270585687,-37.49667307806909L50.640891352928435,-18.748336539034543A54,54,0,0,0,50.59843161332697,-18.862627554809887Z
P11447	3	2	15:Grasas y aceites animales o vegetales  productos de su desdoblamiento  grasas alimenticias elaboradas  ceras de origen animal o vegeta	M101.28178270585687,-37.49667307806909A108,108,0,0,1,101.50570926609143,-36.88618964311332L50.752854633045715,-18.44309482155666A54,54,0,0,0,50.640891352928435,-18.748336539034543Z
P11448	3	2	1:N/A	M101.50570926609143,-36.88618964311332A108,108,0,0,1,101.75322786036949,-36.19779855178659L50.876613930184746,-18.098899275893295A54,54,0,0,0,50.752854633045715,-18.44309482155666Z
P11449	3	2	15:Grasas y aceites animales o vegetales  productos de su desdoblamiento  grasas alimenticias elaboradas  ceras de origen animal o vegeta	M101.75322786036949,-36.19779855178659A108,108,0,0,1,101.86173827116139,-35.891311990193614L50.93086913558069,-17.945655995096807A54,54,0,0,0,50.876613930184746,-18.098899275893295Z
P11450	3	2	15:Grasas y aceites animales o vegetales  productos de su desdoblamiento  grasas alimenticias elaboradas  ceras de origen animal o vegeta	M101.86173827116139,-35.891311990193614A108,108,0,0,1,101.96932552919527,-35.58450015274914L50.98466276459764,-17.79225007637457A54,54,0,0,0,50.93086913558069,-17.945655995096807Z
P11451	3	2	15:Grasas y aceites animales o vegetales  productos de su desdoblamiento  grasas alimenticias elaboradas  ceras de origen animal o vegeta	M101.96932552919527,-35.58450015274914A108,108,0,0,1,102.15537896641023,-35.04680510730062L51.07768948320511,-17.52340255365031A54,54,0,0,0,50.98466276459764,-17.79225007637457Z
P11452	3	2	1:N/A	M102.15537896641023,-35.04680510730062A108,108,0,0,1,102.20801654564448,-34.89299863590493L51.10400827282224,-17.446499317952465A54,54,0,0,0,51.07768948320511,-17.52340255365031Z
P11453	3	2	15:Grasas y aceites animales o vegetales  productos de su desdoblamiento  grasas alimenticias elaboradas  ceras de origen animal o vegeta	M102.20801654564448,-34.89299863590493A108,108,0,0,1,102.31259686672608,-34.585148870386455L51.15629843336304,-17.292574435193227A54,54,0,0,0,51.10400827282224,-17.446499317952465Z
P11454	3	2	15:Grasas y aceites animales o vegetales  productos de su desdoblamiento  grasas alimenticias elaboradas  ceras de origen animal o vegeta	M102.31259686672608,-34.585148870386455A108,108,0,0,1,102.51897485310151,-33.968511817109984L51.259487426550756,-16.984255908554992A54,54,0,0,0,51.15629843336304,-17.292574435193227Z
P11455	3	2	15:Grasas y aceites animales o vegetales  productos de su desdoblamiento  grasas alimenticias elaboradas  ceras de origen animal o vegeta	M102.51897485310151,-33.968511817109984A108,108,0,0,1,102.72163641124548,-33.350643367045954L51.36081820562274,-16.675321683522977A54,54,0,0,0,51.259487426550756,-16.984255908554992Z
P11456	3	2	15:Grasas y aceites animales o vegetales  productos de su desdoblamiento  grasas alimenticias elaboradas  ceras de origen animal o vegeta	M102.72163641124548,-33.350643367045954A108,108,0,0,1,102.9205741944484,-32.73156591862114L51.4602870972242,-16.36578295931057A54,54,0,0,0,51.36081820562274,-16.675321683522977Z
P11457	3	2	15:Grasas y aceites animales o vegetales  productos de su desdoblamiento  grasas alimenticias elaboradas  ceras de origen animal o vegeta	M102.9205741944484,-32.73156591862114A108,108,0,0,1,103.33092013635272,-31.412114602087787L51.66546006817636,-15.706057301043893A54,54,0,0,0,51.4602870972242,-16.36578295931057Z
P11458	3	2	15:Grasas y aceites animales o vegetales  productos de su desdoblamiento  grasas alimenticias elaboradas  ceras de origen animal o vegeta	M103.33092013635272,-31.412114602087787A108,108,0,0,1,103.42501635784514,-31.100900169922184L51.71250817892257,-15.550450084961092A54,54,0,0,0,51.66546006817636,-15.706057301043893Z
P11459	3	2	15:Grasas y aceites animales o vegetales  productos de su desdoblamiento  grasas alimenticias elaboradas  ceras de origen animal o vegeta	M103.42501635784514,-31.100900169922184A108,108,0,0,1,103.56440295009344,-30.63355091383753L51.78220147504672,-15.316775456918766A54,54,0,0,0,51.71250817892257,-15.550450084961092Z
P11460	3	2	1:N/A	M103.56440295009344,-30.63355091383753A108,108,0,0,1,103.6561542901222,-30.32163712239792L51.8280771450611,-15.16081856119896A54,54,0,0,0,51.78220147504672,-15.316775456918766Z
P11461	3	2	1:N/A	M103.6561542901222,-30.32163712239792A108,108,0,0,1,103.70167773107627,-30.165577000282948L51.85083886553814,-15.082788500141474A54,54,0,0,0,51.8280771450611,-15.16081856119896Z
P11462	3	2	15:Grasas y aceites animales o vegetales  productos de su desdoblamiento  grasas alimenticias elaboradas  ceras de origen animal o vegeta	M103.70167773107627,-30.165577000282948A108,108,0,0,1,103.88142090071062,-29.540656587987375L51.94071045035531,-14.770328293993687A54,54,0,0,0,51.85083886553814,-15.082788500141474Z
P11463	4	2	1:N/A	M103.88142090071062,-29.540656587987375A108,108,0,0,1,103.9257685355181,-29.384258273809056L51.96288426775905,-14.692129136904528A54,54,0,0,0,51.94071045035531,-14.770328293993687Z
P11464	4	2	1:N/A	M103.9257685355181,-29.384258273809056A108,108,0,0,1,103.99184845998083,-29.149536083381875L51.995924229990415,-14.574768041690938A54,54,0,0,0,51.96288426775905,-14.692129136904528Z
P11465	4	2	16:Preparaciones de carne, pescado o de crustaceos, moluscos o demas invertebrados acuatico	M103.99184845998083,-29.149536083381875A108,108,0,0,1,104.5013753558757,-27.266509654342958L52.25068767793785,-13.633254827171479A54,54,0,0,0,51.995924229990415,-14.574768041690938Z
P11466	4	2	1:N/A	M104.5013753558757,-27.266509654342958A108,108,0,0,1,104.56267228509361,-27.030493236345425L52.281336142546806,-13.515246618172712A54,54,0,0,0,52.25068767793785,-13.633254827171479Z
P11467	4	2	16:Preparaciones de carne, pescado o de crustaceos, moluscos o demas invertebrados acuatico	M104.56267228509361,-27.030493236345425A108,108,0,0,1,105.23833755635005,-24.267103419562076L52.61916877817502,-12.133551709781038A54,54,0,0,0,52.281336142546806,-13.515246618172712Z
P11468	4	2	16:Preparaciones de carne, pescado o de crustaceos, moluscos o demas invertebrados acuatico	M105.23833755635005,-24.267103419562076A108,108,0,0,1,105.93693348945047,-21.008715402226485L52.968466744725234,-10.504357701113243A54,54,0,0,0,52.61916877817502,-12.133551709781038Z
P11469	4	2	17:Azucares y articulos de confiteri	M105.93693348945047,-21.008715402226485A108,108,0,0,1,106.2411491266341,-19.411806516970376L53.12057456331705,-9.705903258485188A54,54,0,0,0,52.968466744725234,-10.504357701113243Z
P11470	4	2	17:Azucares y articulos de confiteri	M106.2411491266341,-19.411806516970376A108,108,0,0,1,106.53466837267928,-17.730325285319708L53.26733418633964,-8.865162642659854A54,54,0,0,0,53.12057456331705,-9.705903258485188Z
P11471	4	2	17:Azucares y articulos de confiteri	M106.53466837267928,-17.730325285319708A108,108,0,0,1,106.60063423723919,-17.329304089268796L53.300317118619596,-8.664652044634398A54,54,0,0,0,53.26733418633964,-8.865162642659854Z
P11472	4	2	17:Azucares y articulos de confiteri	M106.60063423723919,-17.329304089268796A108,108,0,0,1,106.65232011048067,-17.008310176250852L53.32616005524034,-8.504155088125426A54,54,0,0,0,53.300317118619596,-8.664652044634398Z
P11473	4	2	1:N/A	M106.65232011048067,-17.008310176250852A108,108,0,0,1,106.70303941486986,-16.68716212028665L53.35151970743493,-8.343581060143325A54,54,0,0,0,53.32616005524034,-8.504155088125426Z
P11474	4	2	18:Cacao y sus preparacione	M106.70303941486986,-16.68716212028665A108,108,0,0,1,106.75279169074771,-16.365862831877415L53.37639584537386,-8.182931415938707A54,54,0,0,0,53.35151970743493,-8.343581060143325Z
P11475	4	2	1:N/A	M106.75279169074771,-16.365862831877415A108,108,0,0,1,106.80157648721922,-16.04441522289495L53.40078824360961,-8.022207611447476A54,54,0,0,0,53.37639584537386,-8.182931415938707Z
P11476	4	2	18:Cacao y sus preparacione	M106.80157648721922,-16.04441522289495A108,108,0,0,1,106.95344013722514,-14.998721372603672L53.47672006861257,-7.499360686301836A54,54,0,0,0,53.40078824360961,-8.022207611447476Z
P11477	4	2	19:Preparaciones a base de cereales, harina, almidon, fecula o leche  productos de pasteleri	M106.95344013722514,-14.998721372603672A108,108,0,0,1,107.1055354631282,-13.8709867405526L53.5527677315641,-6.9354933702763A54,54,0,0,0,53.47672006861257,-7.499360686301836Z
P11478	4	2	19:Preparaciones a base de cereales, harina, almidon, fecula o leche  productos de pasteleri	M107.1055354631282,-13.8709867405526A108,108,0,0,1,107.20689590394147,-13.064511879188483L53.603447951970736,-6.532255939594242A54,54,0,0,0,53.5527677315641,-6.9354933702763Z
P11479	4	2	1:N/A	M107.20689590394147,-13.064511879188483A108,108,0,0,1,107.22643947651576,-12.903126643922453L53.61321973825788,-6.451563321961227A54,54,0,0,0,53.603447951970736,-6.532255939594242Z
P11480	4	2	19:Preparaciones a base de cereales, harina, almidon, fecula o leche  productos de pasteleri	M107.22643947651576,-12.903126643922453A108,108,0,0,1,107.30218390093889,-12.25729701398691L53.65109195046944,-6.128648506993455A54,54,0,0,0,53.61321973825788,-6.451563321961227Z
P11481	4	2	19:Preparaciones a base de cereales, harina, almidon, fecula o leche  productos de pasteleri	M107.30218390093889,-12.25729701398691A108,108,0,0,1,107.4169711600769,-11.206886579028412L53.70848558003845,-5.603443289514206A54,54,0,0,0,53.65109195046944,-6.128648506993455Z
P11482	4	2	20:Preparaciones de hortalizas, frutas u otros frutos o demas partes de planta	M107.4169711600769,-11.206886579028412A108,108,0,0,1,107.47452131842847,-10.640830201382965L53.737260659214236,-5.320415100691482A54,54,0,0,0,53.70848558003845,-5.603443289514206Z
P11483	4	2	20:Preparaciones de hortalizas, frutas u otros frutos o demas partes de planta	M107.47452131842847,-10.640830201382965A108,108,0,0,1,107.50606794641288,-10.31723580719462L53.75303397320644,-5.15861790359731A54,54,0,0,0,53.737260659214236,-5.320415100691482Z
P11484	4	2	20:Preparaciones de hortalizas, frutas u otros frutos o demas partes de planta	M107.50606794641288,-10.31723580719462A108,108,0,0,1,107.55156097733511,-9.83166981435844L53.77578048866756,-4.91583490717922A54,54,0,0,0,53.75303397320644,-5.15861790359731Z
P11485	4	2	20:Preparaciones de hortalizas, frutas u otros frutos o demas partes de planta	M107.55156097733511,-9.83166981435844A108,108,0,0,1,107.59486089371585,-9.345903341140188L53.79743044685792,-4.672951670570094A54,54,0,0,0,53.77578048866756,-4.91583490717922Z
P11486	4	2	20:Preparaciones de hortalizas, frutas u otros frutos o demas partes de planta	M107.59486089371585,-9.345903341140188A108,108,0,0,1,107.73485015377518,-7.563204502299746L53.86742507688759,-3.781602251149873A54,54,0,0,0,53.79743044685792,-4.672951670570094Z
P11487	4	2	2:N/A	M107.73485015377518,-7.563204502299746A108,108,0,0,1,107.76254810092743,-7.1577389443385435L53.881274050463716,-3.5788694721692718A54,54,0,0,0,53.86742507688759,-3.781602251149873Z
P11488	4	2	20:Preparaciones de hortalizas, frutas u otros frutos o demas partes de planta	M107.76254810092743,-7.1577389443385435A108,108,0,0,1,107.8133656704935,-6.346509497389328L53.90668283524675,-3.173254748694664A54,54,0,0,0,53.881274050463716,-3.5788694721692718Z
P11489	4	2	20:Preparaciones de hortalizas, frutas u otros frutos o demas partes de planta	M107.8133656704935,-6.346509497389328A108,108,0,0,1,107.94572747291073,-3.4234369198343484L53.972863736455366,-1.7117184599171742A54,54,0,0,0,53.90668283524675,-3.173254748694664Z
P11490	4	2	20:Preparaciones de hortalizas, frutas u otros frutos o demas partes de planta	M107.94572747291073,-3.4234369198343484A108,108,0,0,1,107.99300282605087,-1.2293659392418328L53.996501413025435,-0.6146829696209164A54,54,0,0,0,53.972863736455366,-1.7117184599171742Z
P11491	4	2	21:Preparaciones alimenticias diversa	M107.99300282605087,-1.2293659392418328A108,108,0,0,1,107.99919661485978,-0.4165699759433423L53.99959830742989,-0.20828498797167114A54,54,0,0,0,53.996501413025435,-0.6146829696209164Z
P11492	4	2	21:Preparaciones alimenticias diversa	M107.99919661485978,-0.4165699759433423A108,108,0,0,1,107.99954071770986,0.31496787729777925L53.99977035885493,0.15748393864888963A54,54,0,0,0,53.99959830742989,-0.20828498797167114Z
P11493	4	2	21:Preparaciones alimenticias diversa	M107.99954071770986,0.31496787729777925A108,108,0,0,1,107.99411158201329,1.1277693078204616L53.997055791006645,0.5638846539102308A54,54,0,0,0,53.99977035885493,0.15748393864888963Z
